NAME,Fees,Students,Geo Point,Geo Shape,ADDRESS,CITY,STATE,POPULATION,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,PT_ENROLL,FT_ENROLL,TOT_ENROLL,HOUSING,DORM_CAP,TOT_EMP
UNIVERSITY OF NEW MEXICO-GALLUP CAMPUS,33334.56171284635,12876.308080808081,"35.502367, -108.726277","{""coordinates"":[-108.726277,35.502367],""type"":""Point""}",705 GURLEY AVE.,GALLUP,NM,2321.0,35.502367,-108.726277,611210.0,JUNIOR COLLEGES,1545.0,629.0,2174.0,2.0,-999.0,147.0
UNIVERSITY OF NEW MEXICO-LOS ALAMOS CAMPUS,33334.56171284635,12876.308080808081,"35.88615273600004, -106.31955745399995","{""coordinates"":[-106.31955745399995,35.88615273600004],""type"":""Point""}",4000 UNIVERSITY DR,LOS ALAMOS,NM,975.0,35.88615273600004,-106.31955745399996,611210.0,JUNIOR COLLEGES,781.0,148.0,929.0,2.0,-999.0,46.0
UNIVERSITY OF NEW MEXICO-MAIN CAMPUS,33334.56171284635,12876.308080808081,"35.083868, -106.620155","{""coordinates"":[-106.620155,35.083868],""type"":""Point""}",1700 LOMAS BLVD NE,ALBUQUERQUE,NM,29086.0,35.083868,-106.620155,611310.0,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",7125.0,15186.0,22311.0,1.0,2590.0,6775.0
UNIVERSITY OF NEW MEXICO-TAOS CAMPUS,33334.56171284635,12876.308080808081,"36.348847343000045, -105.65176139699997","{""coordinates"":[-105.65176139699997,36.348847343000045],""type"":""Point""}",1157 COUNTY ROAD 110,RANCHOS DE TAOS,NM,1139.0,36.348847343000045,-105.65176139699996,611210.0,JUNIOR COLLEGES,882.0,164.0,1046.0,2.0,-999.0,93.0
UNIVERSITY OF NEW MEXICO-VALENCIA COUNTY CAMPUS,33334.56171284635,12876.308080808081,"34.72868318600007, -106.705371201","{""coordinates"":[-106.705371201,34.72868318600007],""type"":""Point""}",280 LA ENTRADA,LOS LUNAS,NM,1556.0,34.72868318600007,-106.705371201,611210.0,JUNIOR COLLEGES,1105.0,330.0,1435.0,2.0,-999.0,121.0
UNIVERSITY OF NEW ORLEANS,33334.56171284635,12876.308080808081,"30.028538966000042, -90.06850598899996","{""coordinates"":[-90.06850598899996,30.028538966000042],""type"":""Point""}",2000 LAKESHORE DRIVE,NEW ORLEANS,LA,9447.0,30.02853896600004,-90.06850598899996,611310.0,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",2524.0,5851.0,8375.0,1.0,1604.0,1072.0
UNIVERSITY OF NORTH ALABAMA,33334.56171284635,12876.308080808081,"34.80658, -87.680999","{""coordinates"":[-87.680999,34.80658],""type"":""Point""}",ONE HARRISON PLAZA,FLORENCE,AL,8986.0,34.80658,-87.680999,611310.0,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",2815.0,5271.0,8086.0,1.0,2054.0,900.0
UNIVERSITY OF NORTH CAROLINA AT ASHEVILLE,33334.56171284635,12876.308080808081,"35.61661815000008, -82.56525862399997","{""coordinates"":[-82.56525862399997,35.61661815000008],""type"":""Point""}",ONE UNIVERSITY HEIGHTS,ASHEVILLE,NC,4117.0,35.61661815000008,-82.56525862399997,611310.0,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",493.0,2870.0,3363.0,1.0,1661.0,754.0
UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL,33334.56171284635,12876.308080808081,"35.912165317000074, -79.05096941699998","{""coordinates"":[-79.05096941699998,35.912165317000074],""type"":""Point""}",103 SOUTH BLDG CB 9100,CHAPEL HILL,NC,44496.0,35.912165317000074,-79.05096941699998,611310.0,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",4895.0,25197.0,30092.0,1.0,10093.0,14404.0
UNIVERSITY OF NORTH CAROLINA AT CHARLOTTE,33334.56171284635,12876.308080808081,"35.306834105000064, -80.73579016799994","{""coordinates"":[-80.73579016799994,35.306834105000064],""type"":""Point""}",9201 UNIVERSITY CITY BLVD,CHARLOTTE,NC,34319.0,35.306834105000064,-80.73579016799994,611310.0,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",6471.0,23675.0,30146.0,1.0,6039.0,4173.0
UNIVERSITY OF NORTH CAROLINA AT GREENSBORO,33334.56171284635,12876.308080808081,"36.065604456000074, -79.81305599899997","{""coordinates"":[-79.81305599899997,36.065604456000074],""type"":""Point""}",1400 SPRING GARDEN ST,GREENSBORO,NC,22811.0,36.06560445600008,-79.81305599899997,611310.0,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",4666.0,15098.0,19764.0,1.0,5660.0,3047.0
UNIVERSITY OF NORTH CAROLINA AT PEMBROKE,33334.56171284635,12876.308080808081,"34.68925830100005, -79.19968685999999","{""coordinates"":[-79.19968685999999,34.68925830100005],""type"":""Point""}",ONE UNIVERSITY DRIVE,PEMBROKE,NC,9277.0,34.68925830100005,-79.19968685999999,611310.0,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",2733.0,5529.0,8262.0,1.0,2333.0,1015.0
UNIVERSITY OF NORTH CAROLINA SCHOOL OF THE ARTS,33334.56171284635,12876.308080808081,"36.074191056000075, -80.23652824799996","{""coordinates"":[-80.23652824799996,36.074191056000075],""type"":""Point""}",1533 SOUTH MAIN ST.,WINSTON SALEM,NC,1586.0,36.07419105600008,-80.23652824799996,611310.0,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",32.0,1038.0,1070.0,1.0,536.0,516.0
UNIVERSITY OF NORTH CAROLINA SYSTEM,33334.56171284635,12876.308080808081,"35.909446, -79.030578","{""coordinates"":[-79.030578,35.909446],""type"":""Point""}",910 RALEIGH RD,CHAPEL HILL,NC,456.0,35.909446,-79.030578,611710.0,EDUCATIONAL SUPPORT SERVICES,-999.0,-999.0,-999.0,-2.0,-999.0,456.0
UNIVERSITY OF NORTH CAROLINA WILMINGTON,33334.56171284635,12876.308080808081,"34.22522262200005, -77.87552676299998","{""coordinates"":[-77.87552676299998,34.22522262200005],""type"":""Point""}",601 SOUTH COLLEGE ROAD,WILMINGTON,NC,20394.0,34.22522262200005,-77.87552676299998,611310.0,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",4689.0,13226.0,17915.0,1.0,4788.0,2479.0
UNIVERSITY OF NORTH DAKOTA,33334.56171284635,12876.308080808081,"47.921654, -97.071738","{""coordinates"":[-97.071738,47.921654],""type"":""Point""}","264 CENTENNIAL DRIVE, STOP 8193",GRAND FORKS,ND,16446.0,47.921654,-97.071738,611310.0,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",4697.0,8918.0,13615.0,1.0,5731.0,2831.0
UNIVERSITY OF NORTH FLORIDA,33334.56171284635,12876.308080808081,"30.269313198000077, -81.50830805899994","{""coordinates"":[-81.50830805899994,30.269313198000077],""type"":""Point""}",1 UNF DRIVE,JACKSONVILLE,FL,19108.0,30.26931319800008,-81.50830805899994,611310.0,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",5059.0,11867.0,16926.0,1.0,3504.0,2182.0
UNIVERSITY OF NORTH GEORGIA,33334.56171284635,12876.308080808081,"34.530261351000036, -83.98588771299995","{""coordinates"":[-83.98588771299995,34.530261351000036],""type"":""Point""}",82 COLLEGE CIRCLE,DAHLONEGA,GA,21923.0,34.53026135100004,-83.98588771299995,611310.0,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",6610.0,13183.0,19793.0,1.0,2772.0,2130.0
UNIVERSITY OF NORTH TEXAS,33334.56171284635,12876.308080808081,"33.210958, -97.151211","{""coordinates"":[-97.151211,33.210958],""type"":""Point""}",1501 W.CHESTNUT AVE.,DENTON,TX,45026.0,33.210958,-97.151211,611310.0,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",10953.0,30000.0,40953.0,1.0,6747.0,4073.0
UNIVERSITY OF NORTH TEXAS AT DALLAS,33334.56171284635,12876.308080808081,"32.65849173700008, -96.80362266499998","{""coordinates"":[-96.80362266499998,32.65849173700008],""type"":""Point""}",7300 UNIVERSITY HILLS DRIVE,DALLAS,TX,4714.0,32.65849173700008,-96.80362266499998,611310.0,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1696.0,2468.0,4164.0,1.0,120.0,550.0
UNIVERSITY OF NORTH TEXAS HEALTH SCIENCE CENTER,33334.56171284635,12876.308080808081,"32.74928994600003, -97.368925446","{""coordinates"":[-97.368925446,32.74928994600003],""type"":""Point""}",3500 CAMP BOWIE BLVD,FORT WORTH,TX,3657.0,32.74928994600003,-97.368925446,611310.0,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",229.0,2100.0,2329.0,2.0,-999.0,1328.0
UNIVERSITY OF NORTH TEXAS SYSTEM,33334.56171284635,12876.308080808081,"32.7818, -96.795053","{""coordinates"":[-96.795053,32.7818],""type"":""Point""}",1901 MAIN STREET,DALLAS,TX,393.0,32.7818,-96.795053,611710.0,EDUCATIONAL SUPPORT SERVICES,-999.0,-999.0,-999.0,-2.0,-999.0,393.0
UNIVERSITY OF NORTHERN COLORADO,33334.56171284635,12876.308080808081,"40.403178, -104.701721","{""coordinates"":[-104.701721,40.403178],""type"":""Point""}",CARTER HALL - RM 4000,GREELEY,CO,12990.0,40.403178,-104.701721,611310.0,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",3755.0,7705.0,11460.0,1.0,3448.0,1530.0
UNIVERSITY OF NORTHERN IOWA,33334.56171284635,12876.308080808081,"42.51492254200008, -92.45970325599995","{""coordinates"":[-92.45970325599995,42.51492254200008],""type"":""Point""}",1227 W 27TH ST,CEDAR FALLS,IA,11264.0,42.51492254200008,-92.45970325599995,611310.0,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1443.0,8064.0,9507.0,1.0,3700.0,1757.0
UNIVERSITY OF NORTHWESTERN OHIO,33334.56171284635,12876.308080808081,"40.76004986300006, -84.15042317099994","{""coordinates"":[-84.15042317099994,40.76004986300006],""type"":""Point""}",1441 N CABLE RD,LIMA,OH,3424.0,40.76004986300006,-84.15042317099994,611210.0,JUNIOR COLLEGES,222.0,2787.0,3009.0,1.0,1536.0,415.0
UNIVERSITY OF NORTHWESTERN-ST PAUL,33334.56171284635,12876.308080808081,"45.03707317400006, -93.16803955199998","{""coordinates"":[-93.16803955199998,45.03707317400006],""type"":""Point""}",3003 SNELLING AVE N,SAINT PAUL,MN,4204.0,45.03707317400006,-93.16803955199998,611310.0,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1409.0,2097.0,3506.0,1.0,1024.0,698.0
UNIVERSITY OF NOTRE DAME,33334.56171284635,12876.308080808081,"41.699587, -86.237075","{""coordinates"":[-86.237075,41.699587],""type"":""Point""}",400 MAIN BUILDING,NOTRE DAME,IN,19035.0,41.699587,-86.237075,611310.0,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",276.0,12533.0,12809.0,1.0,7103.0,6226.0
UNIVERSITY OF OKLAHOMA - NELLIS AIR FORCE BASE,33334.56171284635,12876.308080808081,"36.24200786700004, -115.04117806199997","{""coordinates"":[-115.04117806199997,36.24200786700004],""type"":""Point""}",4475 ENGLAND AVENUE,NELLIS AFB,NV,-999.0,36.24200786700004,-115.04117806199996,611519.0,OTHER TECHNICAL AND TRADE SCHOOLS,-999.0,-999.0,-999.0,-1.0,-999.0,-999.0
UNIVERSITY OF OKLAHOMA-HEALTH SCIENCES CENTER,33334.56171284635,12876.308080808081,"35.479280370000026, -97.49628902399996","{""coordinates"":[-97.49628902399996,35.479280370000026],""type"":""Point""}",1105 STONEWALL AVENUE,OKLAHOMA CITY,OK,9216.0,35.479280370000026,-97.49628902399996,611310.0,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",479.0,2637.0,3116.0,1.0,151.0,6100.0
UNIVERSITY OF OKLAHOMA-NORMAN CAMPUS,33334.56171284635,12876.308080808081,"35.20806902500004, -97.44569235199998","{""coordinates"":[-97.44569235199998,35.20806902500004],""type"":""Point""}",660 PARRINGTON OVAL,NORMAN,OK,33395.0,35.20806902500004,-97.44569235199998,611310.0,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",5947.0,21825.0,27772.0,1.0,6165.0,5623.0
UNIVERSITY OF OREGON,33334.56171284635,12876.308080808081,"44.044515, -123.07398","{""coordinates"":[-123.07398,44.044515],""type"":""Point""}",110 JOHNSON HALL,EUGENE,OR,26681.0,44.044515,-123.07398,611310.0,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",2005.0,19747.0,21752.0,1.0,5376.0,4929.0
UNIVERSITY OF PENNSYLVANIA,33334.56171284635,12876.308080808081,"39.95100193300004, -75.19361787799994","{""coordinates"":[-75.19361787799994,39.95100193300004],""type"":""Point""}",34TH & SPRUCE STREET,PHILADELPHIA,PA,46008.0,39.95100193300004,-75.19361787799994,611310.0,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",4767.0,21785.0,26552.0,1.0,6400.0,19456.0
UNIVERSITY OF PHOENIX-ARIZONA,33334.56171284635,12876.308080808081,"33.40207556200005, -111.96616608099998","{""coordinates"":[-111.96616608099998,33.40207556200005],""type"":""Point""}",4035 SOUTH RIVERPOINT PARKWAY,PHOENIX,AZ,97248.0,33.40207556200005,-111.96616608099998,611310.0,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",-999.0,89763.0,89763.0,2.0,-999.0,7485.0
UNIVERSITY OF PHOENIX-CALIFORNIA,33334.56171284635,12876.308080808081,"33.68563351500006, -117.88488152599996","{""coordinates"":[-117.88488152599996,33.68563351500006],""type"":""Point""}",3110 EAST GUASTI ROAD,ONTARIO,CA,3179.0,33.68563351500006,-117.88488152599996,611310.0,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",-999.0,3179.0,3179.0,2.0,-999.0,-999.0
UNIVERSITY OF PHOENIX-FLORIDA,33334.56171284635,12876.308080808081,"28.445737567000037, -81.41972056899994","{""coordinates"":[-81.41972056899994,28.445737567000037],""type"":""Point""}",2400 SW 145TH AVENUE,MIRAMAR,FL,40.0,28.44573756700004,-81.41972056899994,611310.0,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",-999.0,40.0,40.0,2.0,-999.0,-999.0
UNIVERSITY OF PHOENIX-GEORGIA,33334.56171284635,12876.308080808081,"33.98000321500007, -84.34156477899995","{""coordinates"":[-84.34156477899995,33.98000321500007],""type"":""Point""}",859 MOUNT VERNON HIGHWAY,ATLANTA,GA,27.0,33.98000321500007,-84.34156477899995,611310.0,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",-999.0,27.0,27.0,2.0,-999.0,-999.0
UNIVERSITY OF PHOENIX-HAWAII,33334.56171284635,12876.308080808081,"21.333638, -158.081036","{""coordinates"":[-158.081036,21.333638],""type"":""Point""}",949 KAOKILA BLVD,KAPOLEI,HI,117.0,21.333638,-158.081036,611310.0,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",-999.0,117.0,117.0,2.0,-999.0,-999.0
UNIVERSITY OF PHOENIX-ILLINOIS,33334.56171284635,12876.308080808081,"42.05775870100007, -88.04240057499999","{""coordinates"":[-88.04240057499999,42.05775870100007],""type"":""Point""}",203 N LASALLE STREET,CHICAGO,IL,2.0,42.05775870100007,-88.04240057499999,611310.0,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",-999.0,2.0,2.0,2.0,-999.0,-999.0
UNIVERSITY OF PHOENIX-MICHIGAN,33334.56171284635,12876.308080808081,"42.48221906900005, -83.24245359999998","{""coordinates"":[-83.24245359999998,42.48221906900005],""type"":""Point""}",26261 EVERGREEN RD,SOUTHFIELD,MI,-999.0,42.48221906900005,-83.2424536,611310.0,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",-999.0,-999.0,-999.0,-1.0,-999.0,-999.0
UNIVERSITY OF PHOENIX-NEVADA,33334.56171284635,12876.308080808081,"36.121538817000044, -115.32257821499996","{""coordinates"":[-115.32257821499996,36.121538817000044],""type"":""Point""}",3755 BREAKTHROUGH WAY,LAS VEGAS,NV,143.0,36.12153881700005,-115.32257821499996,611310.0,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",-999.0,143.0,143.0,2.0,-999.0,-999.0
UNIVERSITY OF PHOENIX-NEW JERSEY,33334.56171284635,12876.308080808081,"40.726763, -74.033131","{""coordinates"":[-74.033131,40.726763],""type"":""Point""}",88 TOWN SQUARE PLACE,JERSEY CITY,NJ,11.0,40.726763,-74.033131,611310.0,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",-999.0,11.0,11.0,2.0,-999.0,-999.0
UNIVERSITY OF PHOENIX-NEW MEXICO,33334.56171284635,12876.308080808081,"35.19713738400003, -106.58029206899994","{""coordinates"":[-106.58029206899994,35.19713738400003],""type"":""Point""}",5700 PASADENA NE,ALBUQUERQUE,NM,13.0,35.19713738400003,-106.58029206899994,611310.0,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",-999.0,13.0,13.0,2.0,-999.0,-999.0
UNIVERSITY OF PHOENIX-NORTH CAROLINA,33334.56171284635,12876.308080808081,"35.152357720000055, -80.94934595599995","{""coordinates"":[-80.94934595599995,35.152357720000055],""type"":""Point""}",3800 ARCO CORPORATE DR,CHARLOTTE,NC,14.0,35.152357720000055,-80.94934595599995,611310.0,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",-999.0,14.0,14.0,2.0,-999.0,-999.0
UNIVERSITY OF PHOENIX-PENNSYLVANIA,33334.56171284635,12876.308080808081,"39.95227514700008, -75.16982921099998","{""coordinates"":[-75.16982921099998,39.95227514700008],""type"":""Point""}",30 S 17TH ST,PHILADELPHIA,PA,9.0,39.95227514700008,-75.16982921099998,611310.0,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",-999.0,9.0,9.0,2.0,-999.0,-999.0
UNIVERSITY OF PHOENIX-TEXAS,33334.56171284635,12876.308080808081,"29.783770255000036, -95.58519486999995","{""coordinates"":[-95.58519486999995,29.783770255000036],""type"":""Point""}",11451 KATY FREEWAY,HOUSTON,TX,273.0,29.78377025500004,-95.58519486999997,611310.0,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",-999.0,273.0,273.0,2.0,-999.0,-999.0
UNIVERSITY OF PHOENIX-UTAH,33334.56171284635,12876.308080808081,"40.65383523600008, -111.90447443499994","{""coordinates"":[-111.90447443499994,40.65383523600008],""type"":""Point""}",5373 S. GREEN STREET,SALT LAKE CITY,UT,34.0,40.65383523600008,-111.90447443499994,611310.0,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",-999.0,34.0,34.0,2.0,-999.0,-999.0
UNIVERSITY OF PHOENIX-VIRGINIA,33334.56171284635,12876.308080808081,"37.642560751000076, -77.56349604599995","{""coordinates"":[-77.56349604599995,37.642560751000076],""type"":""Point""}",4636 COLUMBUS STREET,VIRGINIA BEACH,VA,-999.0,37.64256075100008,-77.56349604599995,611310.0,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",-999.0,-999.0,-999.0,-1.0,-999.0,-999.0
UNIVERSITY OF PHOENIX-WASHINGTON,33334.56171284635,12876.308080808081,"47.46840029400005, -122.24640481899996","{""coordinates"":[-122.24640481899996,47.46840029400005],""type"":""Point""}",7100 FORT DENT WAY,TUKWILA,WA,11.0,47.46840029400005,-122.24640481899996,611310.0,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",-999.0,11.0,11.0,2.0,-999.0,-999.0
UNIVERSITY OF PIKEVILLE,33334.56171284635,12876.308080808081,"37.47923159000004, -82.52116297399994","{""coordinates"":[-82.52116297399994,37.47923159000004],""type"":""Point""}",147 SYCAMORE ST,PIKEVILLE,KY,2651.0,37.47923159000004,-82.52116297399994,611310.0,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",312.0,1928.0,2240.0,1.0,607.0,411.0
UNIVERSITY OF PITTSBURGH-BRADFORD,33334.56171284635,12876.308080808081,"41.94452377700003, -78.67253082199994","{""coordinates"":[-78.67253082199994,41.94452377700003],""type"":""Point""}",300 CAMPUS DRIVE,BRADFORD,PA,1511.0,41.94452377700003,-78.67253082199994,611310.0,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",47.0,1258.0,1305.0,1.0,1085.0,206.0
UNIVERSITY OF PITTSBURGH-GREENSBURG,33334.56171284635,12876.308080808081,"40.27657282600006, -79.53179009199994","{""coordinates"":[-79.53179009199994,40.27657282600006],""type"":""Point""}",150 FINOLI DRIVE,GREENSBURG,PA,1595.0,40.27657282600006,-79.53179009199994,611310.0,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",76.0,1332.0,1408.0,1.0,674.0,187.0
UNIVERSITY OF PITTSBURGH-JOHNSTOWN,33334.56171284635,12876.308080808081,"40.267793410000024, -78.83234945799995","{""coordinates"":[-78.83234945799995,40.267793410000024],""type"":""Point""}",450 SCHOOLHOUSE ROAD,JOHNSTOWN,PA,2641.0,40.26779341000002,-78.83234945799995,611310.0,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",62.0,2294.0,2356.0,1.0,1831.0,285.0
UNIVERSITY OF PITTSBURGH-PITTSBURGH CAMPUS,33334.56171284635,12876.308080808081,"40.44259861100005, -79.95410478399998","{""coordinates"":[-79.95410478399998,40.44259861100005],""type"":""Point""}",4200 FIFTH AVENUE,PITTSBURGH,PA,45541.0,40.44259861100005,-79.95410478399998,611310.0,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",6934.0,25343.0,32277.0,1.0,8097.0,13264.0
UNIVERSITY OF PITTSBURGH-TITUSVILLE,33334.56171284635,12876.308080808081,"41.62869730300008, -79.66415584599997","{""coordinates"":[-79.66415584599997,41.62869730300008],""type"":""Point""}",504 EAST MAIN STREET,TITUSVILLE,PA,60.0,41.62869730300008,-79.66415584599997,611210.0,JUNIOR COLLEGES,10.0,23.0,33.0,2.0,-999.0,27.0
UNIVERSITY OF PORTLAND,33334.56171284635,12876.308080808081,"45.57196701000004, -122.72597226","{""coordinates"":[-122.72597226,45.57196701000004],""type"":""Point""}",5000 N WILLAMETTE BLVD,PORTLAND,OR,5027.0,45.57196701000004,-122.72597226,611310.0,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",431.0,3568.0,3999.0,1.0,2166.0,1028.0
UNIVERSITY OF PROVIDENCE,33334.56171284635,12876.308080808081,"47.490278800000056, -111.27016726499994","{""coordinates"":[-111.27016726499994,47.490278800000056],""type"":""Point""}",1301 20TH ST S,GREAT FALLS,MT,1212.0,47.4902788000001,-111.27016726499994,611310.0,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",283.0,722.0,1005.0,1.0,310.0,207.0
UNIVERSITY OF PUERTO RICO-AGUADILLA,33334.56171284635,12876.308080808081,"18.498652, -67.13793","{""coordinates"":[-67.13793,18.498652],""type"":""Point""}",BELT ST. RAMEY BASE,AGUADILLA,PR,2790.0,18.498652,-67.13793,611310.0,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",203.0,2241.0,2444.0,2.0,-999.0,346.0
UNIVERSITY OF PUERTO RICO-ARECIBO,33334.56171284635,12876.308080808081,"18.469199, -66.74114","{""coordinates"":[-66.74114,18.469199],""type"":""Point""}",FINCA LAS DUNAS CARR 653 RUTA 129 KM 8,ARECIBO,PR,3897.0,18.469199,-66.74114,611310.0,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",217.0,3197.0,3414.0,2.0,-999.0,483.0
UNIVERSITY OF PUERTO RICO-BAYAMON,33334.56171284635,12876.308080808081,"18.371398, -66.143541","{""coordinates"":[-66.143541,18.371398],""type"":""Point""}",ROAD 174 #170 MINILLAS INDUSTRIAL PARK,BAYAMON,PR,4039.0,18.371398,-66.143541,611310.0,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",433.0,3159.0,3592.0,2.0,-999.0,447.0
UNIVERSITY OF PUERTO RICO-CAROLINA,33334.56171284635,12876.308080808081,"18.391471, -65.989694","{""coordinates"":[-65.989694,18.391471],""type"":""Point""}",CARRETERA 887 BO SAN ANTON,CAROLINA,PR,2951.0,18.391471,-65.989694,611310.0,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",618.0,1962.0,2580.0,2.0,-999.0,371.0
UNIVERSITY OF PUERTO RICO-CAYEY,33334.56171284635,12876.308080808081,"18.117232, -66.163146","{""coordinates"":[-66.163146,18.117232],""type"":""Point""}",205 ANTONIO R. BARCELO AVE.,CAYEY,PR,3440.0,18.117232,-66.163146,611310.0,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",238.0,2746.0,2984.0,2.0,-999.0,456.0
UNIVERSITY OF PUERTO RICO-CENTRAL ADMINISTRATION,33334.56171284635,12876.308080808081,"18.403811, -66.069582","{""coordinates"":[-66.069582,18.403811],""type"":""Point""}","CARR #1, KM 12.9 TERRENOS ESTACION EXP. AGRICOLA",SAN JUAN,PR,354.0,18.403811,-66.069582,611710.0,EDUCATIONAL SUPPORT SERVICES,-999.0,-999.0,-999.0,-2.0,-999.0,354.0
UNIVERSITY OF PUERTO RICO-HUMACAO,33334.56171284635,12876.308080808081,"18.14449, -65.831305","{""coordinates"":[-65.831305,18.14449],""type"":""Point""}",CALL BOX 860,HUMACAO,PR,3654.0,18.14449,-65.831305,611310.0,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",325.0,2781.0,3106.0,2.0,-999.0,548.0
UNIVERSITY OF PUERTO RICO-MAYAGUEZ,33334.56171284635,12876.308080808081,"18.212964, -67.143911","{""coordinates"":[-67.143911,18.212964],""type"":""Point""}",259 BOULEVARD ALFONSO VALDEZ,MAYAGUEZ,PR,15150.0,18.212964,-67.143911,611310.0,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1200.0,11625.0,12825.0,2.0,-999.0,2325.0
UNIVERSITY OF PUERTO RICO-MEDICAL SCIENCES,33334.56171284635,12876.308080808081,"18.396548, -66.074894","{""coordinates"":[-66.074894,18.396548],""type"":""Point""}","RIO PIEDRAS MEDICAL CENTER, AMERICO MIRANDA AVENUE",SAN JUAN,PR,4560.0,18.396548,-66.074894,611310.0,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",114.0,2104.0,2218.0,2.0,-999.0,2342.0
UNIVERSITY OF PUERTO RICO-PONCE,33334.56171284635,12876.308080808081,"17.993314, -66.606215","{""coordinates"":[-66.606215,17.993314],""type"":""Point""}",2151 SANTIAGO DE LOS CABALLEROS AVENUE,PONCE,PR,2762.0,17.993314,-66.606215,611310.0,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",171.0,2211.0,2382.0,2.0,-999.0,380.0
UNIVERSITY OF PUERTO RICO-RIO PIEDRAS,33334.56171284635,12876.308080808081,"18.403027, -66.045875","{""coordinates"":[-66.045875,18.403027],""type"":""Point""}",39 AVENIDA PONCE DE LEON,SAN JUAN,PR,16329.0,18.403027,-66.045875,611310.0,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",2027.0,11865.0,13892.0,2.0,-999.0,2437.0
